time,underlying,expiry,strike,option_type,ltp,iv,delta,gamma,theta,vega,oi,volume,bid_price,ask_price
2026-02-09 09:15:00,NIFTY,2026-02-10,24850,CE,832.95,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2026-02-09 09:16:00,NIFTY,2026-02-10,24850,CE,977.85,0.0,0.0,0.0,0.0,0.0,39975,65,0.0,0.0
2026-02-09 09:17:00,NIFTY,2026-02-10,24850,CE,977.85,0.0,0.0,0.0,0.0,0.0,39975,0,0.0,0.0
2026-02-09 09:18:00,NIFTY,2026-02-10,24850,CE,977.85,0.0,0.0,0.0,0.0,0.0,39975,0,0.0,0.0
2026-02-09 09:19:00,NIFTY,2026-02-10,24850,CE,979.05,0.0,0.0,0.0,0.0,0.0,40040,260,0.0,0.0
2026-02-09 09:20:00,NIFTY,2026-02-10,24850,CE,979.05,0.0,0.0,0.0,0.0,0.0,40040,65,0.0,0.0
2026-02-09 09:21:00,NIFTY,2026-02-10,24850,CE,979.05,0.0,0.0,0.0,0.0,0.0,40040,0,0.0,0.0
2026-02-09 09:22:00,NIFTY,2026-02-10,24850,CE,989.1,0.0,0.0,0.0,0.0,0.0,40040,1105,0.0,0.0
2026-02-09 09:23:00,NIFTY,2026-02-10,24850,CE,976.25,0.0,0.0,0.0,0.0,0.0,39975,65,0.0,0.0
2026-02-09 09:24:00,NIFTY,2026-02-10,24850,CE,976.25,0.0,0.0,0.0,0.0,0.0,39975,0,0.0,0.0
2026-02-09 09:25:00,NIFTY,2026-02-10,24850,CE,976.25,0.0,0.0,0.0,0.0,0.0,39975,0,0.0,0.0
2026-02-09 09:26:00,NIFTY,2026-02-10,24850,CE,976.25,0.0,0.0,0.0,0.0,0.0,39975,0,0.0,0.0
2026-02-09 09:27:00,NIFTY,2026-02-10,24850,CE,981.8,0.0,0.0,0.0,0.0,0.0,40820,65,0.0,0.0
2026-02-09 09:28:00,NIFTY,2026-02-10,24850,CE,981.8,0.0,0.0,0.0,0.0,0.0,40820,0,0.0,0.0
2026-02-09 09:29:00,NIFTY,2026-02-10,24850,CE,981.8,0.0,0.0,0.0,0.0,0.0,40820,0,0.0,0.0
2026-02-09 09:30:00,NIFTY,2026-02-10,24850,CE,995.0,0.0,0.0,0.0,0.0,0.0,40755,1040,0.0,0.0
2026-02-09 09:31:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,65,0.0,0.0
2026-02-09 09:32:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
2026-02-09 09:33:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
2026-02-09 09:34:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
2026-02-09 09:35:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
2026-02-09 09:36:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
2026-02-09 09:37:00,NIFTY,2026-02-10,24850,CE,990.0,0.0,0.0,0.0,0.0,0.0,39715,0,0.0,0.0
