time,underlying,expiry,strike,option_type,ltp,iv,delta,gamma,theta,vega,oi,volume,bid_price,ask_price
2026-01-28 09:15:00,NIFTY,2026-02-03,24350,CE,1039.55,0.0,0.0,0.0,0.0,0.0,1105,65,0.0,0.0
2026-01-28 09:16:00,NIFTY,2026-02-03,24350,CE,1039.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:17:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,65,0.0,0.0
2026-01-28 09:18:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:19:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:20:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:21:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:22:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:23:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:24:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:25:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:26:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:27:00,NIFTY,2026-02-03,24350,CE,1037.55,0.0,0.0,0.0,0.0,0.0,1105,0,0.0,0.0
2026-01-28 09:28:00,NIFTY,2026-02-03,24350,CE,1047.25,0.0,0.0,0.0,0.0,0.0,1170,65,0.0,0.0
2026-01-28 09:29:00,NIFTY,2026-02-03,24350,CE,1047.25,0.0,0.0,0.0,0.0,0.0,1170,0,0.0,0.0
2026-01-28 09:30:00,NIFTY,2026-02-03,24350,CE,1047.25,0.0,0.0,0.0,0.0,0.0,1170,0,0.0,0.0
2026-01-28 09:31:00,NIFTY,2026-02-03,24350,CE,1047.25,0.0,0.0,0.0,0.0,0.0,1170,0,0.0,0.0
2026-01-28 09:32:00,NIFTY,2026-02-03,24350,CE,1055.85,0.0,0.0,0.0,0.0,0.0,1170,65,0.0,0.0
