timestamp,strategy_id,leg,decision,mode,spot,vix,pcr_oi,max_pain,max_pain_dist_pct,iv_skew_ratio,move_from_open_pct,morning_range_pct,dte,hour,minute,day_of_week,is_expiry,rule_score,ai_adj,final_score,threshold,regime,entry_premium,quantity,exit_reason,outcome_pnl,held_minutes
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,normal_range,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,normal_range,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
2025-11-21T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26150.35,13.26,1.0,0.0,0.0,1.035,0.054,0.366,4,9,30,4,0,87,0,87,75,conflicted,58.8,75,,,
2025-11-21T12:12:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,26117.8,13.62,1.0,0.0,0.0,1.035,0.179,0.138,4,12,12,4,0,0,0,0,0,normal_range,0.0,0,Profit target: premium decayed 12.2%,538.5,162
