timestamp,strategy_id,leg,decision,mode,spot,vix,pcr_oi,max_pain,max_pain_dist_pct,iv_skew_ratio,move_from_open_pct,morning_range_pct,dte,hour,minute,day_of_week,is_expiry,rule_score,ai_adj,final_score,threshold,regime,entry_premium,quantity,exit_reason,outcome_pnl,held_minutes
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,choppy,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
2025-09-24T15:16:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,25057.8,14.5,1.0,0.0,0.0,1.037,0.066,0.118,6,15,16,2,0,0,0,0,0,normal_range,0.0,0,Time exit,17.25,261
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,choppy,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
2025-09-24T15:16:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,25057.8,14.5,1.0,0.0,0.0,1.037,0.066,0.118,6,15,16,2,0,0,0,0,0,normal_range,0.0,0,Time exit,17.25,261
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,conflicted,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
2025-09-24T15:16:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,25057.8,14.5,1.0,0.0,0.0,1.037,0.066,0.118,6,15,16,2,0,0,0,0,0,normal_range,0.0,0,Time exit,17.25,261
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,conflicted,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
2025-09-24T15:16:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,25057.8,14.5,1.0,0.0,0.0,1.037,0.066,0.118,6,15,16,2,0,0,0,0,0,normal_range,0.0,0,Time exit,17.25,261
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,conflicted,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
2025-09-24T15:16:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,25057.8,14.5,1.0,0.0,0.0,1.037,0.066,0.118,6,15,16,2,0,0,0,0,0,normal_range,0.0,0,Time exit,17.25,261
2025-09-24T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,iron_condor,25057.55,14.5,1.0,0.0,0.0,1.037,0.067,0.373,6,9,30,2,0,87,0,87,75,conflicted,51.56,75,,,
2025-09-24T10:55:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,25066.45,14.5,1.0,0.0,0.0,1.037,0.032,0.16,6,10,55,2,0,75,0,75,60,normal_range,36.01,75,,,
2025-09-24T15:15:00+05:30,portfolio_hist,PREMIUM,EXIT,iron_condor,25060.3,14.5,1.0,0.0,0.0,1.037,0.056,0.118,6,15,15,2,0,0,0,0,0,normal_range,0.0,0,Time exit,857.25,345
