timestamp,strategy_id,leg,decision,mode,spot,vix,pcr_oi,max_pain,max_pain_dist_pct,iv_skew_ratio,move_from_open_pct,morning_range_pct,dte,hour,minute,day_of_week,is_expiry,rule_score,ai_adj,final_score,threshold,regime,entry_premium,quantity,exit_reason,outcome_pnl,held_minutes
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,low_vol_range,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,low_vol_range,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,low_vol_range,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,conflicted,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
2025-12-12T15:15:00+05:30,portfolio_hist,TREND,EXIT,debit_spread,26044.2,10.08,1.0,0.0,0.0,1.035,0.246,0.141,4,15,15,4,0,0,0,0,0,low_vol_range,0.0,0,Time exit,213.75,230
2025-12-12T09:30:00+05:30,portfolio_hist,PREMIUM,ENTER,strangle,26019.2,10.15,1.0,0.0,0.0,1.035,0.15,0.443,4,9,30,4,0,62,0,62,75,conflicted,48.17,75,,,
2025-12-12T11:02:00+05:30,portfolio_hist,PREMIUM,EXIT,strangle,25975.6,10.09,1.0,0.0,0.0,1.035,0.018,0.116,4,11,2,4,0,0,0,0,0,conflicted,0.0,0,Profit target: premium decayed 12.7%,459.75,92
2025-12-12T11:25:00+05:30,portfolio_hist,TREND,ENTER,debit_spread,26017.45,10.06,1.0,0.0,0.0,1.035,0.143,0.249,4,11,25,4,0,55,0,55,60,low_vol_range,41.22,75,,,
