date,open,high,low,close,volume,oi
2026-04-06T09:36:00+05:30,51978.9,51978.9,51978.9,51978.9,0,0
2026-04-06T09:37:00+05:30,52042.55,52042.55,52042.55,52042.55,0,0
2026-04-06T09:38:00+05:30,52045.7,52045.7,52045.7,52045.7,0,0
2026-04-06T09:39:00+05:30,52067.6,52067.6,52067.6,52067.6,0,0
2026-04-06T09:40:00+05:30,51990.25,51990.25,51990.25,51990.25,0,0
2026-04-06T09:41:00+05:30,51906.7,51906.7,51906.7,51906.7,0,0
2026-04-06T09:42:00+05:30,51845.5,51845.5,51845.5,51845.5,0,0
2026-04-06T09:43:00+05:30,51836.5,51836.5,51836.5,51836.5,0,0
2026-04-06T09:44:00+05:30,51820.7,51820.7,51820.7,51820.7,0,0
2026-04-06T09:45:00+05:30,51887.15,51887.15,51887.15,51887.15,0,0
2026-04-06T09:46:00+05:30,51868.15,51868.15,51868.15,51868.15,0,0
2026-04-06T09:47:00+05:30,51825.25,51825.25,51825.25,51825.25,0,0
2026-04-06T09:48:00+05:30,51758.6,51758.6,51758.6,51758.6,0,0
2026-04-06T09:49:00+05:30,51738.7,51738.7,51738.7,51738.7,0,0
2026-04-06T09:50:00+05:30,51678.8,51678.8,51678.8,51678.8,0,0
2026-04-06T09:51:00+05:30,51660.65,51660.65,51660.65,51660.65,0,0
2026-04-06T09:52:00+05:30,51728.35,51728.35,51728.35,51728.35,0,0
2026-04-06T09:53:00+05:30,51664.15,51664.15,51664.15,51664.15,0,0
2026-04-06T09:54:00+05:30,51652.0,51652.0,51652.0,51652.0,0,0
2026-04-06T09:55:00+05:30,51656.4,51656.4,51656.4,51656.4,0,0
2026-04-06T09:56:00+05:30,51613.05,51613.05,51613.05,51613.05,0,0
2026-04-06T09:57:00+05:30,51632.2,51632.2,51632.2,51632.2,0,0
2026-04-06T09:58:00+05:30,51633.8,51633.8,51633.8,51633.8,0,0
2026-04-06T09:59:00+05:30,51616.45,51616.45,51616.45,51616.45,0,0
2026-04-06T10:00:00+05:30,51595.5,51595.5,51595.5,51595.5,0,0
2026-04-06T10:01:00+05:30,51622.7,51622.7,51622.7,51622.7,0,0
2026-04-06T10:02:00+05:30,51625.35,51625.35,51625.35,51625.35,0,0
2026-04-06T10:03:00+05:30,51640.7,51640.7,51640.7,51640.7,0,0
2026-04-06T10:04:00+05:30,51634.25,51634.25,51634.25,51634.25,0,0
2026-04-06T10:05:00+05:30,51633.95,51633.95,51633.95,51633.95,0,0
2026-04-06T10:06:00+05:30,51644.65,51644.65,51644.65,51644.65,0,0
2026-04-06T10:07:00+05:30,51674.3,51674.3,51674.3,51674.3,0,0
2026-04-06T10:08:00+05:30,51683.0,51683.0,51683.0,51683.0,0,0
2026-04-06T10:09:00+05:30,51646.55,51646.55,51646.55,51646.55,0,0
2026-04-06T10:10:00+05:30,51627.85,51627.85,51627.85,51627.85,0,0
2026-04-06T10:11:00+05:30,51641.75,51641.75,51641.75,51641.75,0,0
2026-04-06T10:12:00+05:30,51661.6,51661.6,51661.6,51661.6,0,0
2026-04-06T10:13:00+05:30,51730.05,51730.05,51730.05,51730.05,0,0
2026-04-06T10:14:00+05:30,51708.7,51708.7,51708.7,51708.7,0,0
2026-04-06T10:15:00+05:30,51763.1,51763.1,51763.1,51763.1,0,0
2026-04-06T10:16:00+05:30,51800.4,51800.4,51800.4,51800.4,0,0
2026-04-06T10:17:00+05:30,51774.6,51774.6,51774.6,51774.6,0,0
2026-04-06T10:18:00+05:30,51773.0,51773.0,51773.0,51773.0,0,0
2026-04-06T10:19:00+05:30,51728.4,51728.4,51728.4,51728.4,0,0
2026-04-06T10:20:00+05:30,51765.4,51765.4,51765.4,51765.4,0,0
